participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.unique_id,session.code,survey_part_1_cw.1.player.gender,survey_part_1_cw.1.player.age_category,survey_part_1_cw.1.player.personal_experience,survey_part_1_cw.1.player.tool_experience,inflation_calculator.1.player.unique_id,survey_part_2.1.player.att1,survey_part_2.1.player.att2,survey_part_2.1.player.att3,survey_part_2.1.player.att4,survey_part_2.1.player.att5,survey_part_2.1.player.att6,survey_part_2.1.player.att7,survey_part_2.1.player.treat_check,survey_part_2.1.player.att8,survey_part_2.1.player.att9,survey_part_2.1.player.q1,survey_part_2.1.player.q2,survey_part_2.1.player.q3,survey_part_2.1.player.q4,survey_part_2.1.player.q5,survey_part_2.1.player.q6,survey_part_2.1.player.q7,survey_part_2.1.player.q8,survey_part_2.1.player.q9,survey_part_2.1.player.q10,survey_part_2.1.player.q11,survey_part_2.1.player.q12,survey_part_2.1.player.q13,survey_part_2.1.player.q14,survey_part_2.1.player.q15,survey_part_2.1.player.q16,survey_part_2.1.player.q17
survey_part_2,Closing_passed,2022-11-04 10:16:40.112967,61d267e4-110b-42cf-b591-82354373d9ed,7ymv81x6,1.0,5.0,2.0,2.0,61d267e4-110b-42cf-b591-82354373d9ed,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
survey_part_2,Closing_passed,2022-11-04 10:17:08.279060,c0bd38cd-c3c7-43d2-9f0d-5cd4d95878ce,7ymv81x6,1.0,5.0,2.0,2.0,c0bd38cd-c3c7-43d2-9f0d-5cd4d95878ce,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0
survey_part_2,Closing_passed,2022-11-04 10:19:54.167356,9e46e522-fc00-47f8-9098-10af48accccf,7ymv81x6,2.0,4.0,2.0,2.0,9e46e522-fc00-47f8-9098-10af48accccf,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
survey_part_2,Closing_passed,2022-11-04 10:27:42.555945,5b920746-ba99-4a52-adec-a88e457403df,7ymv81x6,2.0,6.0,2.0,2.0,5b920746-ba99-4a52-adec-a88e457403df,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,3.0
survey_part_2,Closing_passed,2022-11-04 10:31:13.816387,9bdb9b63-8cc0-4ddd-8590-441ffac31236,7ymv81x6,1.0,3.0,2.0,2.0,9bdb9b63-8cc0-4ddd-8590-441ffac31236,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0
survey_part_2,Closing_passed,2022-11-04 10:31:25.860405,73ad88bb-7939-4a46-b947-9545243a4d4f,7ymv81x6,1.0,2.0,2.0,2.0,73ad88bb-7939-4a46-b947-9545243a4d4f,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,4.0,5.0,4.0,3.0,4.0
survey_part_2,Closing_passed,2022-11-04 10:34:02.944345,3de86f04-0d04-4896-973b-dc5792651d8c,7ymv81x6,1.0,4.0,1.0,2.0,3de86f04-0d04-4896-973b-dc5792651d8c,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0
survey_part_2,Closing_passed,2022-11-04 10:37:33.202477,77cfbd77-c973-4aa3-a940-56eea0e14b09,7ymv81x6,2.0,3.0,2.0,2.0,77cfbd77-c973-4aa3-a940-56eea0e14b09,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0
survey_part_2,Closing_passed,2022-11-04 10:37:42.225235,52c90eac-bc4a-4e22-b749-c3cfd5d43dc6,7ymv81x6,1.0,6.0,2.0,2.0,52c90eac-bc4a-4e22-b749-c3cfd5d43dc6,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0
survey_part_2,Closing_passed,2022-11-04 10:43:20.811492,36159fe6-ad0f-49a1-bc1f-d9673f13e08d,7ymv81x6,2.0,4.0,2.0,2.0,36159fe6-ad0f-49a1-bc1f-d9673f13e08d,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0
survey_part_2,Closing_passed,2022-11-04 10:46:07.576776,d44d0aef-308c-4ac0-a9a0-72281357136b,7ymv81x6,1.0,5.0,2.0,2.0,d44d0aef-308c-4ac0-a9a0-72281357136b,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0
survey_part_2,Closing_passed,2022-11-04 10:48:10.643039,9fa7b607-0523-475d-b12f-f5f416134611,7ymv81x6,2.0,3.0,2.0,2.0,9fa7b607-0523-475d-b12f-f5f416134611,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
survey_part_2,Closing_passed,2022-11-04 10:49:47.003906,11d397d7-dead-4178-85db-d6f0b3dc12fd,7ymv81x6,2.0,5.0,2.0,2.0,11d397d7-dead-4178-85db-d6f0b3dc12fd,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0
survey_part_2,Closing_passed,2022-11-04 10:51:16.982882,2ef62ea9-4f55-46a0-81d6-101e68593414,7ymv81x6,2.0,3.0,2.0,2.0,2ef62ea9-4f55-46a0-81d6-101e68593414,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0
survey_part_2,Closing_passed,2022-11-04 10:52:53.156109,a07f0c84-dd14-4e06-9a66-81f8f7d1a91d,7ymv81x6,1.0,2.0,1.0,2.0,a07f0c84-dd14-4e06-9a66-81f8f7d1a91d,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0
survey_part_2,Closing_passed,2022-11-04 11:05:49.815349,4c355dcf-ea96-47a0-931c-7f288294f272,7ymv81x6,1.0,4.0,2.0,2.0,4c355dcf-ea96-47a0-931c-7f288294f272,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0
survey_part_2,Closing_passed,2022-11-04 11:08:03.077397,689e4e50-63ce-40cd-bee1-3c6f76726e46,7ymv81x6,1.0,4.0,2.0,2.0,689e4e50-63ce-40cd-bee1-3c6f76726e46,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0
survey_part_2,Closing_passed,2022-11-04 11:18:15.243477,a777a54d-4c30-437c-a058-1f97d5d0a4d5,7ymv81x6,1.0,3.0,2.0,2.0,a777a54d-4c30-437c-a058-1f97d5d0a4d5,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0
survey_part_2,Closing_passed,2022-11-04 11:32:39.630091,157b067e-91db-436b-824b-38c79dafb5bb,7ymv81x6,2.0,3.0,2.0,2.0,157b067e-91db-436b-824b-38c79dafb5bb,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0
survey_part_2,Closing_passed,2022-11-04 11:36:30.428454,73856b59-eeee-4c37-b3d5-059a3aea61a2,7ymv81x6,2.0,5.0,2.0,2.0,73856b59-eeee-4c37-b3d5-059a3aea61a2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0
survey_part_2,Closing_passed,2022-11-04 11:56:26.854628,2f3a0b4e-7213-41b9-8341-e7db50dae5de,7ymv81x6,1.0,6.0,2.0,2.0,2f3a0b4e-7213-41b9-8341-e7db50dae5de,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0
survey_part_2,Closing_passed,2022-11-04 12:00:15.647534,bc19d0bf-b905-4cee-9c2f-1c0ba690ad9e,7ymv81x6,1.0,2.0,2.0,2.0,bc19d0bf-b905-4cee-9c2f-1c0ba690ad9e,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0
survey_part_2,Closing_passed,2022-11-04 12:08:00.018259,18558c59-f3c9-49e7-bce5-b2f95c9d92aa,7ymv81x6,1.0,2.0,2.0,2.0,18558c59-f3c9-49e7-bce5-b2f95c9d92aa,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0
survey_part_2,Closing_passed,2022-11-04 12:08:52.158463,d763297b-d85a-43a5-9b19-c60840476409,7ymv81x6,2.0,2.0,2.0,2.0,d763297b-d85a-43a5-9b19-c60840476409,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0
survey_part_2,Closing_passed,2022-11-04 12:19:08.024553,175c6cab-5205-40ee-b617-8033a6c318a2,7ymv81x6,1.0,6.0,1.0,1.0,175c6cab-5205-40ee-b617-8033a6c318a2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
survey_part_2,Closing_passed,2022-11-04 12:20:00.010419,4e05e71a-dea0-4ff5-acb7-88a18c8c8479,7ymv81x6,2.0,2.0,2.0,2.0,4e05e71a-dea0-4ff5-acb7-88a18c8c8479,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0
survey_part_2,Closing_passed,2022-11-04 12:25:51.357127,6e48393d-9e63-4758-ab9e-3b33b1f73ec1,7ymv81x6,2.0,2.0,2.0,2.0,6e48393d-9e63-4758-ab9e-3b33b1f73ec1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0
survey_part_2,Closing_passed,2022-11-04 12:30:17.666426,a4d30b59-643b-44f7-bf15-71bb13c89e53,7ymv81x6,2.0,3.0,2.0,2.0,a4d30b59-643b-44f7-bf15-71bb13c89e53,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0
survey_part_2,Closing_passed,2022-11-04 12:43:28.350052,0dd3b1f8-dc80-419a-a248-9b77469d0a6b,7ymv81x6,2.0,2.0,2.0,2.0,0dd3b1f8-dc80-419a-a248-9b77469d0a6b,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
survey_part_2,Closing_passed,2022-11-04 12:49:43.234278,3493a992-a41b-46a4-8c1a-a61a2e52e7e8,7ymv81x6,2.0,3.0,2.0,2.0,3493a992-a41b-46a4-8c1a-a61a2e52e7e8,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0
survey_part_2,Closing_passed,2022-11-04 13:27:29.945585,feae506f-8ff0-4a92-aaf8-c907aa11e1f0,7ymv81x6,1.0,3.0,2.0,2.0,feae506f-8ff0-4a92-aaf8-c907aa11e1f0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
survey_part_2,Closing_passed,2022-11-04 13:34:53.668436,fc8f59c6-56be-4922-b495-91ba1761934b,7ymv81x6,1.0,3.0,1.0,2.0,fc8f59c6-56be-4922-b495-91ba1761934b,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
survey_part_2,Closing_passed,2022-11-04 14:20:50.607588,ebad2554-45e3-409f-9174-8ccedce68048,7ymv81x6,2.0,1.0,2.0,2.0,ebad2554-45e3-409f-9174-8ccedce68048,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,4.0,3.0,5.0,5.0
survey_part_2,Closing_passed,2022-11-04 14:34:07.282814,929c7d91-6e38-466c-a9da-b49d594d6c5d,7ymv81x6,1.0,4.0,2.0,2.0,929c7d91-6e38-466c-a9da-b49d594d6c5d,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0
survey_part_2,Closing_passed,2022-11-04 15:20:36.790844,0f88bee3-e3f7-4931-abca-d6025e1d0cae,7ymv81x6,1.0,6.0,2.0,2.0,0f88bee3-e3f7-4931-abca-d6025e1d0cae,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
survey_part_2,Closing_passed,2022-11-04 15:24:21.279878,a834ce74-56fa-4645-9965-f420d186d618,7ymv81x6,1.0,1.0,2.0,2.0,a834ce74-56fa-4645-9965-f420d186d618,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0
survey_part_2,Closing_passed,2022-11-04 15:45:40.526566,af0bdadb-bc41-46eb-bbb0-dbfaa9db5b48,7ymv81x6,2.0,4.0,2.0,2.0,af0bdadb-bc41-46eb-bbb0-dbfaa9db5b48,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0
survey_part_2,Closing_passed,2022-11-04 15:47:44.425116,7ab65022-2bf8-4e38-8322-5b66ffe80c89,7ymv81x6,1.0,2.0,2.0,2.0,7ab65022-2bf8-4e38-8322-5b66ffe80c89,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0
survey_part_2,Closing_passed,2022-11-04 16:28:57.262675,06c12cfa-3454-4403-916d-616cc7ef2115,7ymv81x6,2.0,2.0,2.0,2.0,06c12cfa-3454-4403-916d-616cc7ef2115,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0
survey_part_2,Closing_passed,2022-11-04 16:52:50.670248,824be0f4-1e7b-4542-8d39-d3aec9282f05,7ymv81x6,2.0,1.0,2.0,2.0,824be0f4-1e7b-4542-8d39-d3aec9282f05,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
survey_part_2,Closing_passed,2022-11-04 17:09:45.239763,eda87440-70d8-4dad-bd87-9e5c18e1132c,7ymv81x6,1.0,5.0,3.0,2.0,eda87440-70d8-4dad-bd87-9e5c18e1132c,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0
survey_part_2,Closing_passed,2022-11-04 18:37:01.574681,b24a6056-79f9-427f-bd4a-c58481ab214a,7ymv81x6,1.0,3.0,2.0,2.0,b24a6056-79f9-427f-bd4a-c58481ab214a,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0
survey_part_2,Closing_passed,2022-11-04 18:48:01.856282,f7b68044-36eb-4548-acf6-dc3c8f907c8d,7ymv81x6,2.0,5.0,2.0,2.0,f7b68044-36eb-4548-acf6-dc3c8f907c8d,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0
survey_part_2,Closing_passed,2022-11-04 18:51:14.368018,fd73007f-39cc-444a-9162-6d74a33ac987,7ymv81x6,2.0,3.0,2.0,2.0,fd73007f-39cc-444a-9162-6d74a33ac987,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0
survey_part_2,Closing_passed,2022-11-04 18:54:45.253269,175f426d-114c-41f1-83bd-9d7f0cf7aded,7ymv81x6,1.0,3.0,2.0,2.0,175f426d-114c-41f1-83bd-9d7f0cf7aded,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,1.0,4.0,5.0
survey_part_2,Closing_passed,2022-11-04 19:21:48.865180,ba0dd0e4-9976-48ea-90a8-0340007737ff,7ymv81x6,1.0,3.0,2.0,2.0,ba0dd0e4-9976-48ea-90a8-0340007737ff,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0
survey_part_2,Closing_passed,2022-11-04 19:27:12.863886,2cf92c52-267a-427e-971a-a325ebca7b4a,7ymv81x6,2.0,2.0,2.0,2.0,2cf92c52-267a-427e-971a-a325ebca7b4a,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0
survey_part_2,Closing_passed,2022-11-04 19:34:59.061835,a35fc01f-d02f-4bae-a7c1-887723b2ca0c,7ymv81x6,2.0,6.0,2.0,2.0,a35fc01f-d02f-4bae-a7c1-887723b2ca0c,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
survey_part_2,Closing_passed,2022-11-04 20:09:45.875066,895fa25f-3502-4d64-bb68-d430aa3898c8,7ymv81x6,1.0,3.0,1.0,1.0,895fa25f-3502-4d64-bb68-d430aa3898c8,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0
survey_part_2,Closing_passed,2022-11-04 22:07:57.390828,9955c6ee-e293-4aa8-a96d-6bbf74063a42,7ymv81x6,1.0,4.0,2.0,2.0,9955c6ee-e293-4aa8-a96d-6bbf74063a42,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0
