participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.unique_id,participant.explanation,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,session.config.name,survey_part_1_cw.1.player.id_in_group,survey_part_1_cw.1.player.role,survey_part_1_cw.1.player.payoff,survey_part_1_cw.1.player.gender,survey_part_1_cw.1.player.age_category,survey_part_1_cw.1.player.personal_experience,survey_part_1_cw.1.player.tool_experience,survey_part_1_cw.1.player.clickworker_id,survey_part_1_cw.1.group.id_in_subsession,survey_part_1_cw.1.subsession.round_number,inflation_calculator.1.player.id_in_group,inflation_calculator.1.player.role,inflation_calculator.1.player.payoff,inflation_calculator.1.player.explanation,inflation_calculator.1.player.unique_id,inflation_calculator.1.group.id_in_subsession,inflation_calculator.1.subsession.round_number,survey_part_2.1.player.id_in_group,survey_part_2.1.player.role,survey_part_2.1.player.payoff,survey_part_2.1.player.att1,survey_part_2.1.player.att2,survey_part_2.1.player.att3,survey_part_2.1.player.att4,survey_part_2.1.player.att5,survey_part_2.1.player.att6,survey_part_2.1.player.att7,survey_part_2.1.player.treat_check,survey_part_2.1.player.att8,survey_part_2.1.player.att9,survey_part_2.1.player.q1,survey_part_2.1.player.q2,survey_part_2.1.player.q3,survey_part_2.1.player.q4,survey_part_2.1.player.q5,survey_part_2.1.player.q6,survey_part_2.1.player.q7,survey_part_2.1.player.q8,survey_part_2.1.player.q9,survey_part_2.1.player.q10,survey_part_2.1.player.q11,survey_part_2.1.player.q12,survey_part_2.1.player.q13,survey_part_2.1.player.q14,survey_part_2.1.player.q15,survey_part_2.1.player.q16,survey_part_2.1.player.q17,survey_part_2.1.group.id_in_subsession,survey_part_2.1.subsession.round_number
111,rwrkc5s2,,0,13,14,survey_part_2,Closing_passed,2022-11-04 10:52:10.754901,1,,,0.0,c733b4fa-5d15-4734-8aea-96cc56baa747,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,111,,0.0,1,3,2,2,8847471,1,1,111,,0.0,1,c733b4fa-5d15-4734-8aea-96cc56baa747,1,1,111,,0.0,1,1,2,2,2,1,2,1,1,4,2,2,4,3,5,2,2,3,4,1,1,2,3,1,1,1,1,1,1
125,5tsz7xaq,,0,13,14,survey_part_2,Closing_passed,2022-11-04 11:03:08.765317,1,,,0.0,e5a8dfde-cbdf-42e0-88ac-c6b99220cf5d,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,125,,0.0,1,5,2,2,8132747,1,1,125,,0.0,1,e5a8dfde-cbdf-42e0-88ac-c6b99220cf5d,1,1,125,,0.0,1,1,2,2,2,1,2,1,2,4,4,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,1,1
133,e0gs861k,,0,13,14,survey_part_2,Closing_passed,2022-11-04 11:09:22.696115,1,,,0.0,0e280de9-81a7-4e68-b7a4-32995cd986b9,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,133,,0.0,3,4,2,2,2603217,1,1,133,,0.0,1,0e280de9-81a7-4e68-b7a4-32995cd986b9,1,1,133,,0.0,1,1,2,2,2,1,2,1,3,5,4,4,4,4,4,3,5,5,5,2,2,2,4,4,3,4,5,1,1
149,y0jchw4u,,0,13,14,survey_part_2,Closing_passed,2022-11-04 11:19:19.011804,1,,,0.0,4e30b341-14d2-4571-a99c-cd67857b0ff7,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,149,,0.0,2,4,2,2,7278011,1,1,149,,0.0,1,4e30b341-14d2-4571-a99c-cd67857b0ff7,1,1,149,,0.0,1,1,2,2,2,1,2,1,2,5,3,4,3,4,4,4,4,4,5,4,3,3,4,4,2,4,3,1,1
155,kkp5gc8j,,0,13,14,survey_part_2,Closing_passed,2022-11-04 11:23:54.331343,1,,,0.0,b176d36a-32f4-4e37-a76b-e9feadf9dd92,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,155,,0.0,2,5,2,2,1330587,1,1,155,,0.0,1,b176d36a-32f4-4e37-a76b-e9feadf9dd92,1,1,155,,0.0,1,1,2,2,2,1,2,1,3,5,5,5,5,5,5,5,5,5,3,1,1,1,5,5,5,5,5,1,1
183,796e0fbb,,0,13,14,survey_part_2,Closing_passed,2022-11-04 12:03:45.808035,1,,,0.0,49ac528d-237a-424e-a4f6-7c7ecd6a07ac,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,183,,0.0,1,3,2,2,7543735,1,1,183,,0.0,1,49ac528d-237a-424e-a4f6-7c7ecd6a07ac,1,1,183,,0.0,1,1,2,2,2,1,2,1,1,5,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,1,1
195,1jsbfpk1,,0,13,14,survey_part_2,Closing_passed,2022-11-04 12:13:28.278635,1,,,0.0,a6027ae4-4905-457f-82d7-6f2744049e5c,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,195,,0.0,1,4,2,2,1686926,1,1,195,,0.0,1,a6027ae4-4905-457f-82d7-6f2744049e5c,1,1,195,,0.0,1,1,2,2,2,1,2,1,3,5,3,4,3,3,4,3,2,4,3,2,2,1,3,3,3,3,3,1,1
199,jtvo5a26,,0,13,14,survey_part_2,Closing_passed,2022-11-04 12:15:18.082512,1,,,0.0,59c38d1f-a578-4970-b106-264b00972edd,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,199,,0.0,2,4,2,2,7559625,1,1,199,,0.0,1,59c38d1f-a578-4970-b106-264b00972edd,1,1,199,,0.0,1,1,2,2,2,1,2,1,2,4,3,3,2,2,2,2,2,1,2,3,3,3,2,1,2,1,2,1,1
203,grxqyrf0,,0,13,14,survey_part_2,Closing_passed,2022-11-04 12:19:17.349959,1,,,0.0,92441037-35bd-43fd-8d9a-4a2b6bd15e49,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,203,,0.0,2,4,2,2,308942,1,1,203,,0.0,1,92441037-35bd-43fd-8d9a-4a2b6bd15e49,1,1,203,,0.0,1,1,2,2,2,1,2,1,3,3,3,2,2,2,2,2,2,2,3,1,1,1,2,2,2,2,3,1,1
205,pz001h77,,0,13,14,survey_part_2,Closing_passed,2022-11-04 12:20:00.629269,1,,,0.0,7b57b47b-f098-4cc8-beea-4df5c642c5f1,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,205,,0.0,1,4,2,2,9597441,1,1,205,,0.0,1,7b57b47b-f098-4cc8-beea-4df5c642c5f1,1,1,205,,0.0,1,1,2,2,2,1,2,1,2,4,3,4,3,4,4,3,4,4,4,3,3,3,4,4,3,4,4,1,1
223,wj37174l,,0,13,14,survey_part_2,Closing_passed,2022-11-04 12:38:00.832471,1,,,0.0,6472e845-4492-4e91-bc18-a262ff160249,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,223,,0.0,2,4,2,2,3565927,1,1,223,,0.0,1,6472e845-4492-4e91-bc18-a262ff160249,1,1,223,,0.0,1,1,2,2,2,1,2,1,1,5,3,4,3,3,4,4,4,4,5,4,3,3,3,3,3,4,4,1,1
225,662rp85v,,0,13,14,survey_part_2,Closing_passed,2022-11-04 12:40:16.231810,1,,,0.0,7915f91d-d153-4862-b5a7-129d09c096f3,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,225,,0.0,1,5,2,2,8499919,1,1,225,,0.0,1,7915f91d-d153-4862-b5a7-129d09c096f3,1,1,225,,0.0,1,1,2,2,2,1,2,1,1,5,5,5,5,4,5,4,3,4,4,4,4,4,3,3,3,2,3,1,1
229,xuehyqen,,0,13,14,survey_part_2,Closing_passed,2022-11-04 12:43:01.407672,1,,,0.0,84ffe163-67f7-4fbb-820c-09e7ebc4a5e3,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,229,,0.0,2,5,2,2,9440799,1,1,229,,0.0,1,84ffe163-67f7-4fbb-820c-09e7ebc4a5e3,1,1,229,,0.0,1,1,2,2,2,1,2,1,2,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,1,1
235,d0gnueer,,0,13,14,survey_part_2,Closing_passed,2022-11-04 12:47:49.034539,1,,,0.0,f3ec8282-f5a6-4104-9265-95ee79c09f98,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,235,,0.0,1,3,2,2,7399091,1,1,235,,0.0,1,f3ec8282-f5a6-4104-9265-95ee79c09f98,1,1,235,,0.0,1,1,2,2,2,1,2,1,3,5,4,4,4,4,5,4,4,5,4,3,3,3,4,3,3,4,4,1,1
239,4ldrxicu,,0,13,14,survey_part_2,Closing_passed,2022-11-04 12:52:54.303571,1,,,0.0,d3b44614-b71d-428e-8600-0330d499062a,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,239,,0.0,1,5,2,2,9111279,1,1,239,,0.0,1,d3b44614-b71d-428e-8600-0330d499062a,1,1,239,,0.0,1,1,2,2,2,1,2,1,3,3,4,4,3,4,4,4,3,4,3,3,3,3,4,4,3,4,4,1,1
241,gneup3w3,,0,13,14,survey_part_2,Closing_passed,2022-11-04 12:57:21.012075,1,,,0.0,9e43b53e-814e-419a-8f8c-6c40e4041a9c,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,241,,0.0,2,4,2,2,2335674,1,1,241,,0.0,1,9e43b53e-814e-419a-8f8c-6c40e4041a9c,1,1,241,,0.0,1,1,2,2,2,1,2,1,2,4,3,2,2,3,4,3,3,4,3,2,2,2,3,3,3,3,3,1,1
245,cub050b4,,0,13,14,survey_part_2,Closing_passed,2022-11-04 13:04:14.113055,1,,,0.0,8ff9b1b7-a802-43f4-b682-ddcc2ecbc566,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,245,,0.0,1,4,2,2,6113719,1,1,245,,0.0,1,8ff9b1b7-a802-43f4-b682-ddcc2ecbc566,1,1,245,,0.0,1,1,2,2,2,1,2,1,1,4,1,1,2,2,3,3,4,4,4,1,1,1,4,3,5,3,2,1,1
247,itc1765r,,0,13,14,survey_part_2,Closing_passed,2022-11-04 13:06:34.074442,1,,,0.0,2e5d7d4e-f6b5-45e9-ad03-33e3a36915dc,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,247,,0.0,2,6,2,2,5763749,1,1,247,,0.0,1,2e5d7d4e-f6b5-45e9-ad03-33e3a36915dc,1,1,247,,0.0,1,1,2,2,2,1,2,1,2,5,4,2,4,4,4,4,3,4,2,2,2,2,5,4,4,4,4,1,1
249,8mwwzh7m,,0,13,14,survey_part_2,Closing_passed,2022-11-04 13:08:50.308124,1,,,0.0,32569e3c-4725-4221-bd06-a7e824ecd2c7,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,249,,0.0,2,5,2,2,1105594,1,1,249,,0.0,1,32569e3c-4725-4221-bd06-a7e824ecd2c7,1,1,249,,0.0,1,1,2,2,2,1,2,1,1,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,3,3,2,1,1
251,ztimq32s,,0,13,14,survey_part_2,Closing_passed,2022-11-04 13:09:41.033460,1,,,0.0,b0b160ef-b8ff-4e14-8590-9f147f9ce21b,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,251,,0.0,1,5,2,2,2365702,1,1,251,,0.0,1,b0b160ef-b8ff-4e14-8590-9f147f9ce21b,1,1,251,,0.0,1,1,2,2,2,1,2,1,2,5,4,4,4,4,4,4,4,5,4,2,2,2,3,3,2,3,3,1,1
257,e7yfzyph,,0,13,14,survey_part_2,Closing_passed,2022-11-04 13:21:01.333922,1,,,0.0,dafaabd3-a8a6-44b8-a48f-89567fc34296,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,257,,0.0,2,3,2,2,1102081,1,1,257,,0.0,1,dafaabd3-a8a6-44b8-a48f-89567fc34296,1,1,257,,0.0,1,1,2,2,2,1,2,1,1,5,5,5,5,5,5,3,5,5,1,2,2,1,5,5,3,4,5,1,1
263,2gr5k9bd,,0,13,14,survey_part_2,Closing_passed,2022-11-04 13:27:24.088031,1,,,0.0,3a46381e-32f9-47c6-b607-0864700622f1,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,263,,0.0,1,3,2,2,10378891,1,1,263,,0.0,1,3a46381e-32f9-47c6-b607-0864700622f1,1,1,263,,0.0,1,1,2,2,2,1,2,1,3,5,4,4,4,3,4,3,4,4,4,1,1,1,3,3,3,3,3,1,1
271,0b8bbxh4,,0,13,14,survey_part_2,Closing_passed,2022-11-04 13:49:16.200378,1,,,0.0,e4869168-5235-48e9-a7a7-5ecb30a9f8fd,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,271,,0.0,2,3,2,2,2239691,1,1,271,,0.0,1,e4869168-5235-48e9-a7a7-5ecb30a9f8fd,1,1,271,,0.0,1,1,2,2,2,1,2,1,2,4,5,5,4,4,4,3,3,3,4,3,3,3,4,3,2,4,3,1,1
281,k3bh61q4,,0,13,14,survey_part_2,Closing_passed,2022-11-04 14:22:22.859974,1,,,0.0,d68fd7f8-e768-43d9-9241-10b1bae8c418,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,281,,0.0,2,2,2,2,944186,1,1,281,,0.0,1,d68fd7f8-e768-43d9-9241-10b1bae8c418,1,1,281,,0.0,1,1,2,2,2,1,2,1,1,5,4,5,4,5,5,5,5,4,3,4,4,5,5,5,3,4,5,1,1
283,e24drvcp,,0,13,14,survey_part_2,Closing_passed,2022-11-04 14:24:11.454335,1,,,0.0,76b3b810-878a-49f1-9d4f-6225e0f9fdaf,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,283,,0.0,2,4,2,2,10007339,1,1,283,,0.0,1,76b3b810-878a-49f1-9d4f-6225e0f9fdaf,1,1,283,,0.0,1,1,2,2,2,1,2,1,1,5,4,5,5,5,5,4,4,4,3,4,4,4,4,5,4,4,4,1,1
289,0vzqdcx5,,0,13,14,survey_part_2,Closing_passed,2022-11-04 14:30:20.837268,1,,,0.0,7a0eca60-53e7-4459-ae00-4daf010f8b01,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,289,,0.0,1,4,2,2,7082631,1,1,289,,0.0,1,7a0eca60-53e7-4459-ae00-4daf010f8b01,1,1,289,,0.0,1,1,2,2,2,1,2,1,3,5,4,5,4,4,4,3,5,5,5,3,3,3,4,4,3,4,3,1,1
299,k9v1zpv5,,0,13,14,survey_part_2,Closing_passed,2022-11-04 14:49:14.853180,1,,,0.0,8822f4ee-2d13-4e28-a60a-b10e02db7d80,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,299,,0.0,1,5,2,2,6429963,1,1,299,,0.0,1,8822f4ee-2d13-4e28-a60a-b10e02db7d80,1,1,299,,0.0,1,1,2,2,2,1,2,1,2,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,1,1
311,abq5l3dn,,0,13,14,survey_part_2,Closing_passed,2022-11-04 15:08:19.954062,1,,,0.0,c3d2dec0-59e7-4c35-863f-d7480b07bc28,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,311,,0.0,1,3,1,2,5431603,1,1,311,,0.0,1,c3d2dec0-59e7-4c35-863f-d7480b07bc28,1,1,311,,0.0,1,1,2,2,2,1,2,1,3,4,4,4,4,3,4,5,5,4,4,4,3,4,4,3,4,4,4,1,1
313,7lo1nkoa,,0,13,14,survey_part_2,Closing_passed,2022-11-04 15:16:23.505064,1,,,0.0,a8df6b2a-9d36-49e4-8ec2-a9bc5ff42609,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,313,,0.0,2,3,1,1,6436795,1,1,313,,0.0,1,a8df6b2a-9d36-49e4-8ec2-a9bc5ff42609,1,1,313,,0.0,1,1,2,2,2,1,2,1,3,5,5,4,5,4,4,4,5,4,5,4,4,4,4,5,4,5,4,1,1
319,f9lokru9,,0,13,14,survey_part_2,Closing_passed,2022-11-04 15:25:05.745089,1,,,0.0,8d641263-3564-4202-8ebc-c163c4303a38,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,319,,0.0,1,1,2,2,378655,1,1,319,,0.0,1,8d641263-3564-4202-8ebc-c163c4303a38,1,1,319,,0.0,1,1,2,2,2,1,2,1,1,4,4,4,4,5,5,4,3,4,5,2,2,1,4,5,3,5,5,1,1
321,ccd5mbtv,,0,13,14,survey_part_2,Closing_passed,2022-11-04 15:27:29.502672,1,,,0.0,e3e50561-62b8-4571-8e24-6aa5be36cc86,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,321,,0.0,1,5,2,2,2505336,1,1,321,,0.0,1,e3e50561-62b8-4571-8e24-6aa5be36cc86,1,1,321,,0.0,1,1,2,2,2,1,2,1,3,5,4,4,4,4,4,4,5,5,5,4,4,4,4,4,3,4,4,1,1
337,3yp9k0fy,,0,13,14,survey_part_2,Closing_passed,2022-11-04 15:51:00.209647,1,,,0.0,2b4a4dbb-aec3-4513-84ea-647a2f50512d,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,337,,0.0,1,2,2,2,9222657,1,1,337,,0.0,1,2b4a4dbb-aec3-4513-84ea-647a2f50512d,1,1,337,,0.0,1,1,2,2,2,1,2,1,1,5,5,5,3,5,4,5,2,4,2,1,1,1,4,4,2,4,4,1,1
341,7ei2k40f,,0,13,14,survey_part_2,Closing_passed,2022-11-04 15:54:31.110009,1,,,0.0,1cc885b4-cc9a-419a-a23b-3e3b7e7a60e1,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,341,,0.0,1,2,2,2,7378533,1,1,341,,0.0,1,1cc885b4-cc9a-419a-a23b-3e3b7e7a60e1,1,1,341,,0.0,1,1,2,2,2,1,2,1,3,5,4,4,4,4,4,5,4,4,3,4,4,3,4,5,3,4,5,1,1
363,j1u20gpk,,0,13,14,survey_part_2,Closing_passed,2022-11-04 16:39:26.587697,1,,,0.0,baaf9389-232c-412a-a622-ee090002e5c3,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,363,,0.0,2,4,2,2,1063136,1,1,363,,0.0,1,baaf9389-232c-412a-a622-ee090002e5c3,1,1,363,,0.0,1,1,2,2,2,1,2,1,3,5,4,5,5,5,5,5,5,5,4,3,3,3,4,5,3,4,5,1,1
367,58fk34l2,,0,13,14,survey_part_2,Closing_passed,2022-11-04 16:42:24.481808,1,,,0.0,c1b7afb0-b572-46f2-a988-5f76a598c412,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,367,,0.0,1,2,2,2,9908071,1,1,367,,0.0,1,c1b7afb0-b572-46f2-a988-5f76a598c412,1,1,367,,0.0,1,1,2,2,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1
369,c5xlgggv,,0,13,14,survey_part_2,Closing_passed,2022-11-04 16:43:56.780904,1,,,0.0,5f095601-0ec8-4f91-a3ca-332a72ae0fe8,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,369,,0.0,1,3,2,2,5435167,1,1,369,,0.0,1,5f095601-0ec8-4f91-a3ca-332a72ae0fe8,1,1,369,,0.0,1,1,2,2,2,1,2,1,2,3,3,2,2,4,4,3,2,3,3,3,2,2,3,4,4,3,4,1,1
377,ahcy7i1x,,0,13,14,survey_part_2,Closing_passed,2022-11-04 17:04:56.484541,1,,,0.0,a187d8ff-31f5-4721-840d-a261e97d550b,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,377,,0.0,2,5,2,2,127055,1,1,377,,0.0,1,a187d8ff-31f5-4721-840d-a261e97d550b,1,1,377,,0.0,1,1,2,2,2,1,2,1,2,4,3,3,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,1,1
391,byahdy8a,,0,13,14,survey_part_2,Closing_passed,2022-11-04 17:52:49.063658,1,,,0.0,92b1557a-fd47-4bf9-a4fb-84944ad43d05,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,391,,0.0,2,2,2,2,10360307,1,1,391,,0.0,1,92b1557a-fd47-4bf9-a4fb-84944ad43d05,1,1,391,,0.0,1,1,2,2,2,1,2,1,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,1
