"participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.unique_id,participant.explanation,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,session.config.name,survey_part_1_cw.1.player.id_in_group,survey_part_1_cw.1.player.role,survey_part_1_cw.1.player.payoff,survey_part_1_cw.1.player.gender,survey_part_1_cw.1.player.age_category,survey_part_1_cw.1.player.personal_experience,survey_part_1_cw.1.player.tool_experience,survey_part_1_cw.1.player.clickworker_id,survey_part_1_cw.1.group.id_in_subsession,survey_part_1_cw.1.subsession.round_number,inflation_calculator.1.player.id_in_group,inflation_calculator.1.player.role,inflation_calculator.1.player.payoff,inflation_calculator.1.player.explanation,inflation_calculator.1.player.unique_id,inflation_calculator.1.group.id_in_subsession,inflation_calculator.1.subsession.round_number,survey_part_2.1.player.id_in_group,survey_part_2.1.player.role,survey_part_2.1.player.payoff,survey_part_2.1.player.att1,survey_part_2.1.player.att2,survey_part_2.1.player.att3,survey_part_2.1.player.att4,survey_part_2.1.player.att5,survey_part_2.1.player.att6,survey_part_2.1.player.att7,survey_part_2.1.player.treat_check,survey_part_2.1.player.att8,survey_part_2.1.player.att9,survey_part_2.1.player.q1,survey_part_2.1.player.q2,survey_part_2.1.player.q3,survey_part_2.1.player.q4,survey_part_2.1.player.q5,survey_part_2.1.player.q6,survey_part_2.1.player.q7,survey_part_2.1.player.q8,survey_part_2.1.player.q9,survey_part_2.1.player.q10,survey_part_2.1.player.q11,survey_part_2.1.player.q12,survey_part_2.1.player.q13,survey_part_2.1.player.q14,survey_part_2.1.player.q15,survey_part_2.1.player.q16,survey_part_2.1.player.q17,survey_part_2.1.group.id_in_subsession,survey_part_2.1.subsession.round_number"
"424,tolvbx3r,,0,13,14,survey_part_2,Closing_passed,2022-11-04 19:21:48.865180,1,,,0.0,ba0dd0e4-9976-48ea-90a8-0340007737ff,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,424,,0.0,1,3,2,2,2032291,1,1,424,,0.0,0,ba0dd0e4-9976-48ea-90a8-0340007737ff,1,1,424,,0.0,1,1,2,2,2,1,2,2,3,4,5,4,4,4,3,4,5,4,4,3,3,3,4,4,3,3,4,1,1"
"430,6qnx2q3g,,0,13,14,survey_part_2,Closing_passed,2022-11-04 19:34:59.061835,1,,,0.0,a35fc01f-d02f-4bae-a7c1-887723b2ca0c,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,430,,0.0,2,6,2,2,1668878,1,1,430,,0.0,0,a35fc01f-d02f-4bae-a7c1-887723b2ca0c,1,1,430,,0.0,1,1,2,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,1,1"
"464,useonshs,,0,13,14,survey_part_2,Closing_passed,2022-11-04 22:07:57.390828,1,,,0.0,9955c6ee-e293-4aa8-a96d-6bbf74063a42,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,464,,0.0,1,4,2,2,119825,1,1,464,,0.0,0,9955c6ee-e293-4aa8-a96d-6bbf74063a42,1,1,464,,0.0,1,1,2,2,2,1,2,2,3,5,5,4,4,4,4,5,4,5,4,3,3,3,4,4,3,4,4,1,1"
"500,hnhu9ss7,,0,13,14,survey_part_2,Closing_passed,2022-11-05 06:33:57.583173,1,,,0.0,e7eb275b-d353-4773-8a2d-5d43797d8a53,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,500,,0.0,2,3,2,2,9990133,1,1,500,,0.0,0,e7eb275b-d353-4773-8a2d-5d43797d8a53,1,1,500,,0.0,1,1,2,2,2,1,2,2,2,4,4,3,2,2,2,2,2,2,2,1,1,1,2,3,2,2,4,1,1"
"546,wjdghjst,,0,13,14,survey_part_2,Closing_passed,2022-11-05 11:42:36.576160,1,,,0.0,1b6377ea-8018-4316-9463-fb4cd2c70748,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,546,,0.0,1,3,2,2,2073556,1,1,546,,0.0,0,1b6377ea-8018-4316-9463-fb4cd2c70748,1,1,546,,0.0,1,1,2,2,2,1,2,2,3,3,3,5,5,3,3,2,1,3,5,1,1,3,3,5,3,5,1,1,1"
"564,g2f5fecz,,0,13,14,survey_part_2,Closing_passed,2022-11-05 13:39:26.003691,1,,,0.0,8346cf2b-a89b-42a2-9e09-c5968de5d70d,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,564,,0.0,1,4,2,2,851765,1,1,564,,0.0,0,8346cf2b-a89b-42a2-9e09-c5968de5d70d,1,1,564,,0.0,1,1,2,2,2,1,2,2,3,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,1,1"
"594,d16oaaod,,0,13,14,survey_part_2,Closing_passed,2022-11-05 17:00:36.119665,1,,,0.0,a55e1c88-3565-4a6a-b36a-d008e977bdc6,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,594,,0.0,1,3,2,2,926767,1,1,594,,0.0,0,a55e1c88-3565-4a6a-b36a-d008e977bdc6,1,1,594,,0.0,1,1,2,2,2,1,2,2,2,4,5,5,4,4,4,4,4,4,4,1,1,4,5,3,3,4,3,1,1"
"632,e0a4oaei,,0,13,14,survey_part_2,Closing_passed,2022-11-05 20:32:58.293436,1,,,0.0,9cb5b053-9810-48e9-bf17-170e9e0efc7f,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,632,,0.0,2,3,2,2,591293,1,1,632,,0.0,0,9cb5b053-9810-48e9-bf17-170e9e0efc7f,1,1,632,,0.0,1,1,2,2,2,1,2,2,1,4,1,1,1,1,1,1,2,1,1,1,1,1,3,4,2,1,3,1,1"
"636,6gxr5qnn,,0,13,14,survey_part_2,Closing_passed,2022-11-05 20:43:38.493487,1,,,0.0,bb97db7b-50b5-4d79-a12e-abe098ba8860,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,636,,0.0,2,4,2,2,9733849,1,1,636,,0.0,0,bb97db7b-50b5-4d79-a12e-abe098ba8860,1,1,636,,0.0,1,1,2,2,2,1,2,2,3,4,4,4,4,3,3,3,4,4,3,1,2,2,4,4,3,2,3,1,1"
"646,7yase10v,,0,13,14,survey_part_2,Closing_passed,2022-11-05 21:45:04.554268,1,,,0.0,960ab8ff-0d7c-47db-bda4-55358b92e881,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,646,,0.0,2,2,2,2,1979795,1,1,646,,0.0,0,960ab8ff-0d7c-47db-bda4-55358b92e881,1,1,646,,0.0,1,1,2,2,2,1,2,2,2,4,4,3,3,2,3,3,2,3,3,3,3,3,2,2,3,3,3,1,1"
"654,tkq8jlfi,,0,13,14,survey_part_2,Closing_passed,2022-11-05 23:09:30.227962,1,,,0.0,01e071bb-f94b-45f2-a281-a8ce4302d5a6,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,654,,0.0,2,6,1,2,2436,1,1,654,,0.0,0,01e071bb-f94b-45f2-a281-a8ce4302d5a6,1,1,654,,0.0,1,1,2,2,2,1,2,2,1,4,3,4,3,1,2,2,3,2,1,3,3,3,3,3,2,4,3,1,1"
"670,xqroypr8,,0,13,14,survey_part_2,Closing_passed,2022-11-06 07:27:01.715931,1,,,0.0,fb410a88-3e13-4f9c-b9f5-0661aea03815,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,670,,0.0,1,2,2,2,10762237,1,1,670,,0.0,0,fb410a88-3e13-4f9c-b9f5-0661aea03815,1,1,670,,0.0,1,1,2,2,2,1,2,2,2,4,4,4,4,4,3,3,3,3,4,3,3,3,4,3,4,3,3,1,1"
"672,aftzt22q,,0,13,14,survey_part_2,Closing_passed,2022-11-06 07:51:13.337127,1,,,0.0,e762c7f2-7abf-4627-8647-dc749e9ac3be,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,672,,0.0,2,4,2,2,7032067),1,1,672,,0.0,0,e762c7f2-7abf-4627-8647-dc749e9ac3be,1,1,672,,0.0,1,1,2,2,2,1,2,2,2,5,4,2,2,2,2,3,2,4,4,4,4,4,4,4,4,4,3,1,1"
