participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.unique_id,participant.explanation,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,session.config.name,survey_part_1_cw.1.player.id_in_group,survey_part_1_cw.1.player.role,survey_part_1_cw.1.player.payoff,survey_part_1_cw.1.player.gender,survey_part_1_cw.1.player.age_category,survey_part_1_cw.1.player.personal_experience,survey_part_1_cw.1.player.tool_experience,survey_part_1_cw.1.player.clickworker_id,survey_part_1_cw.1.group.id_in_subsession,survey_part_1_cw.1.subsession.round_number,inflation_calculator.1.player.id_in_group,inflation_calculator.1.player.role,inflation_calculator.1.player.payoff,inflation_calculator.1.player.explanation,inflation_calculator.1.player.unique_id,inflation_calculator.1.group.id_in_subsession,inflation_calculator.1.subsession.round_number,survey_part_2.1.player.id_in_group,survey_part_2.1.player.role,survey_part_2.1.player.payoff,survey_part_2.1.player.att1,survey_part_2.1.player.att2,survey_part_2.1.player.att3,survey_part_2.1.player.att4,survey_part_2.1.player.att5,survey_part_2.1.player.att6,survey_part_2.1.player.att7,survey_part_2.1.player.treat_check,survey_part_2.1.player.att8,survey_part_2.1.player.att9,survey_part_2.1.player.q1,survey_part_2.1.player.q2,survey_part_2.1.player.q3,survey_part_2.1.player.q4,survey_part_2.1.player.q5,survey_part_2.1.player.q6,survey_part_2.1.player.q7,survey_part_2.1.player.q8,survey_part_2.1.player.q9,survey_part_2.1.player.q10,survey_part_2.1.player.q11,survey_part_2.1.player.q12,survey_part_2.1.player.q13,survey_part_2.1.player.q14,survey_part_2.1.player.q15,survey_part_2.1.player.q16,survey_part_2.1.player.q17,survey_part_2.1.group.id_in_subsession,survey_part_2.1.subsession.round_number
11,xea9y9z6,,0,0,15,,,,0,,,0.0,cea02e67-2db7-4eb4-a71d-7c9dfdb89999,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,11,,0.0,,,,,,1,1,11,,0.0,1,cea02e67-2db7-4eb4-a71d-7c9dfdb89999,1,1,11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
12,j029tg44,,0,0,15,,,,0,,,0.0,e328c8e8-89af-4262-a174-438e17ec6092,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,12,,0.0,,,,,,1,1,12,,0.0,0,e328c8e8-89af-4262-a174-438e17ec6092,1,1,12,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
13,9hfh7ufc,,0,0,15,,,,0,,,0.0,c732e8ad-1fef-4a25-9760-4a328b390499,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,13,,0.0,,,,,,1,1,13,,0.0,1,c732e8ad-1fef-4a25-9760-4a328b390499,1,1,13,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
14,lw9jc544,,0,0,15,,,,0,,,0.0,d471c246-cd75-47b5-980b-f186e06e9608,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,14,,0.0,,,,,,1,1,14,,0.0,0,d471c246-cd75-47b5-980b-f186e06e9608,1,1,14,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
15,az2ojase,,0,0,15,,,,0,,,0.0,351ae501-032d-4473-905d-70ae3e2ff579,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,15,,0.0,,,,,,1,1,15,,0.0,1,351ae501-032d-4473-905d-70ae3e2ff579,1,1,15,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
16,ayt50t8d,,0,0,15,,,,0,,,0.0,4a1050e6-1194-43df-a166-01b383f02534,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,16,,0.0,,,,,,1,1,16,,0.0,0,4a1050e6-1194-43df-a166-01b383f02534,1,1,16,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
17,o4dp451q,,0,0,15,,,,0,,,0.0,041f3fab-efef-48a1-8477-9669ad66d276,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,17,,0.0,,,,,,1,1,17,,0.0,1,041f3fab-efef-48a1-8477-9669ad66d276,1,1,17,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
18,bvhvwwyq,,0,0,15,,,,0,,,0.0,1dbcf211-c161-43a2-8665-39a125280ed1,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,18,,0.0,,,,,,1,1,18,,0.0,0,1dbcf211-c161-43a2-8665-39a125280ed1,1,1,18,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
19,c4l4vrb8,,0,0,15,,,,0,,,0.0,0182f36a-91b0-407c-98a2-624de14ef36b,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,19,,0.0,,,,,,1,1,19,,0.0,1,0182f36a-91b0-407c-98a2-624de14ef36b,1,1,19,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
20,y2ym2stc,,0,0,15,,,,0,,,0.0,e52787ae-2e27-4aea-b3c9-8cbce237ae30,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,20,,0.0,,,,,,1,1,20,,0.0,0,e52787ae-2e27-4aea-b3c9-8cbce237ae30,1,1,20,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
21,u7t6zp7z,,0,0,15,,,,0,,,0.0,5feacc44-b392-420e-af68-9084b2b2fa9d,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,21,,0.0,,,,,,1,1,21,,0.0,1,5feacc44-b392-420e-af68-9084b2b2fa9d,1,1,21,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
22,m9st8mwa,,0,0,15,,,,0,,,0.0,10fc187a-52d5-46ff-bf4d-a00ac59e59a8,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,22,,0.0,,,,,,1,1,22,,0.0,0,10fc187a-52d5-46ff-bf4d-a00ac59e59a8,1,1,22,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
23,yaocpi10,,0,0,15,,,,0,,,0.0,bf2a300d-8f22-41be-8cbe-128d718a7892,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,23,,0.0,,,,,,1,1,23,,0.0,1,bf2a300d-8f22-41be-8cbe-128d718a7892,1,1,23,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
24,bdb8e2en,,0,0,15,,,,0,,,0.0,f8a235b3-d85f-41c4-8dba-bae4abfa5812,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,24,,0.0,,,,,,1,1,24,,0.0,0,f8a235b3-d85f-41c4-8dba-bae4abfa5812,1,1,24,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
25,kvrfjv2q,,0,0,15,,,,0,,,0.0,f3d2d491-7444-4e38-80a3-a2250f310590,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,25,,0.0,,,,,,1,1,25,,0.0,1,f3d2d491-7444-4e38-80a3-a2250f310590,1,1,25,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
26,xh2gsasv,,0,0,15,,,,0,,,0.0,ac45020b-4be7-401d-9ff4-d5f558da7246,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,26,,0.0,,,,,,1,1,26,,0.0,0,ac45020b-4be7-401d-9ff4-d5f558da7246,1,1,26,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
27,8jh6cwjg,,0,0,15,,,,0,,,0.0,a216df96-6dbd-4603-8c32-d406c9ab0f8e,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,27,,0.0,,,,,,1,1,27,,0.0,1,a216df96-6dbd-4603-8c32-d406c9ab0f8e,1,1,27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
28,y0uwv6xb,,0,0,15,,,,0,,,0.0,da34d5e4-01c9-446e-8696-ec2825418b6f,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,28,,0.0,,,,,,1,1,28,,0.0,0,da34d5e4-01c9-446e-8696-ec2825418b6f,1,1,28,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
29,pvl0em80,,0,0,15,,,,0,,,0.0,a17f7cc6-c71d-4fd9-931e-1cdb41bce733,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,29,,0.0,,,,,,1,1,29,,0.0,1,a17f7cc6-c71d-4fd9-931e-1cdb41bce733,1,1,29,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
30,y8tl1k7s,,0,0,15,,,,0,,,0.0,b599c3b7-a14c-487e-817f-d7b770abc246,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,30,,0.0,,,,,,1,1,30,,0.0,0,b599c3b7-a14c-487e-817f-d7b770abc246,1,1,30,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
31,otlrtwxb,,0,0,15,,,,0,,,0.0,131f77ec-e88f-4c2a-95df-3368a3480a7e,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,31,,0.0,,,,,,1,1,31,,0.0,1,131f77ec-e88f-4c2a-95df-3368a3480a7e,1,1,31,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
32,n3zqu2yt,,0,0,15,,,,0,,,0.0,b8e4549e-1a1c-4d55-b488-1c66040ce1fc,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,32,,0.0,,,,,,1,1,32,,0.0,0,b8e4549e-1a1c-4d55-b488-1c66040ce1fc,1,1,32,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
33,xoxgmrjt,,0,0,15,,,,0,,,0.0,414bfd45-45ab-43de-8533-bbc50025657d,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,33,,0.0,,,,,,1,1,33,,0.0,1,414bfd45-45ab-43de-8533-bbc50025657d,1,1,33,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
34,wupfsbgc,,0,0,15,,,,0,,,0.0,4cb7d69e-bd95-4053-8502-06a2c1e81543,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,34,,0.0,,,,,,1,1,34,,0.0,0,4cb7d69e-bd95-4053-8502-06a2c1e81543,1,1,34,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
35,gqqlbxrq,,0,0,15,,,,0,,,0.0,6c55b67a-e233-42d3-8fde-135b2a76ddee,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,35,,0.0,,,,,,1,1,35,,0.0,1,6c55b67a-e233-42d3-8fde-135b2a76ddee,1,1,35,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
36,qgy41tpc,,0,0,15,,,,0,,,0.0,417060bf-028e-4b2c-91b0-396b85c2d7c2,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,36,,0.0,,,,,,1,1,36,,0.0,0,417060bf-028e-4b2c-91b0-396b85c2d7c2,1,1,36,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
37,0y71s71a,,0,0,15,,,,0,,,0.0,998a3838-9659-4b65-97f1-b6afa836b365,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,37,,0.0,,,,,,1,1,37,,0.0,1,998a3838-9659-4b65-97f1-b6afa836b365,1,1,37,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
38,lo4rn3na,,0,0,15,,,,0,,,0.0,fa204230-70a2-4de0-90aa-4c43f84b1948,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,38,,0.0,,,,,,1,1,38,,0.0,0,fa204230-70a2-4de0-90aa-4c43f84b1948,1,1,38,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
39,phs0u1p1,,0,0,15,,,,0,,,0.0,c9149218-bb40-4172-a7ed-991a75c6d2f6,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,39,,0.0,,,,,,1,1,39,,0.0,1,c9149218-bb40-4172-a7ed-991a75c6d2f6,1,1,39,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
40,b202ydni,,0,0,15,,,,0,,,0.0,d82a9eff-0149-430b-be3c-b8974c23ed0e,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,40,,0.0,,,,,,1,1,40,,0.0,0,d82a9eff-0149-430b-be3c-b8974c23ed0e,1,1,40,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
41,qgv50fqu,,0,0,15,,,,0,,,0.0,e5609946-109e-4535-80ed-fcf90e6abe2b,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,41,,0.0,,,,,,1,1,41,,0.0,1,e5609946-109e-4535-80ed-fcf90e6abe2b,1,1,41,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
42,8h6u9cd5,,0,0,15,,,,0,,,0.0,a743c6b6-7f9d-45ac-af25-fd912e0fd2c0,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,42,,0.0,,,,,,1,1,42,,0.0,0,a743c6b6-7f9d-45ac-af25-fd912e0fd2c0,1,1,42,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
43,e97honxr,,0,0,15,,,,0,,,0.0,f684c2f1-ce30-424d-8e77-bbb9c9fc5a28,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,43,,0.0,,,,,,1,1,43,,0.0,1,f684c2f1-ce30-424d-8e77-bbb9c9fc5a28,1,1,43,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
44,7q7mcqrh,,0,0,15,,,,0,,,0.0,759eebac-ca88-4b06-99f7-3a597edd8d99,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,44,,0.0,,,,,,1,1,44,,0.0,0,759eebac-ca88-4b06-99f7-3a597edd8d99,1,1,44,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
45,3z735mr1,,0,0,15,,,,0,,,0.0,56a1646c-1610-4baf-ab2e-db5f49be6b1e,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,45,,0.0,,,,,,1,1,45,,0.0,1,56a1646c-1610-4baf-ab2e-db5f49be6b1e,1,1,45,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
46,5cj6dx52,,0,0,15,,,,0,,,0.0,dbee22c0-7642-4a0e-bee5-d8915f46264a,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,46,,0.0,,,,,,1,1,46,,0.0,0,dbee22c0-7642-4a0e-bee5-d8915f46264a,1,1,46,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
47,n7we8of0,,0,0,15,,,,0,,,0.0,cb0d8f67-83d1-4623-916c-d504f79e87c0,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,47,,0.0,,,,,,1,1,47,,0.0,1,cb0d8f67-83d1-4623-916c-d504f79e87c0,1,1,47,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
48,x6d4baod,,0,0,15,,,,0,,,0.0,12449516-f447-4eec-afb0-e59ac0b32434,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,48,,0.0,,,,,,1,1,48,,0.0,0,12449516-f447-4eec-afb0-e59ac0b32434,1,1,48,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
49,0cqsid69,,0,0,15,,,,0,,,0.0,aee14ca8-0bfb-4731-89a3-ff9af1cfbdb9,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,49,,0.0,,,,,,1,1,49,,0.0,1,aee14ca8-0bfb-4731-89a3-ff9af1cfbdb9,1,1,49,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
50,19qn0kgl,,0,0,15,,,,0,,,0.0,90031296-5584-43d4-850c-02ed1c018e6f,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,50,,0.0,,,,,,1,1,50,,0.0,0,90031296-5584-43d4-850c-02ed1c018e6f,1,1,50,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
51,ik7dqrdy,,0,0,15,,,,0,,,0.0,e3030aa6-8eb9-464c-a35e-1b6f736fc66f,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,51,,0.0,,,,,,1,1,51,,0.0,1,e3030aa6-8eb9-464c-a35e-1b6f736fc66f,1,1,51,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
52,w2aeup29,,0,0,15,,,,0,,,0.0,794a4c80-fb82-4903-a4d7-2539287d3cd7,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,52,,0.0,,,,,,1,1,52,,0.0,0,794a4c80-fb82-4903-a4d7-2539287d3cd7,1,1,52,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
53,gpnn4nfr,,0,0,15,,,,0,,,0.0,43c641af-c982-4442-8931-e3d37f997520,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,53,,0.0,,,,,,1,1,53,,0.0,1,43c641af-c982-4442-8931-e3d37f997520,1,1,53,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
54,4mxl0y3m,,0,0,15,,,,0,,,0.0,16e06987-9ed2-4af6-a1c2-9264b3ab4a7a,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,54,,0.0,,,,,,1,1,54,,0.0,0,16e06987-9ed2-4af6-a1c2-9264b3ab4a7a,1,1,54,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
55,nwvej9we,,0,0,15,,,,0,,,0.0,8e4b5a94-3bce-4cfd-a75e-4be6ce51b604,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,55,,0.0,,,,,,1,1,55,,0.0,1,8e4b5a94-3bce-4cfd-a75e-4be6ce51b604,1,1,55,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
56,85a9npu4,,0,0,15,,,,0,,,0.0,54799cdb-4f9c-4ba5-8cfe-320ecb4edd63,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,56,,0.0,,,,,,1,1,56,,0.0,0,54799cdb-4f9c-4ba5-8cfe-320ecb4edd63,1,1,56,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
57,pjlvdsn6,,0,0,15,,,,0,,,0.0,6eef7cc1-37a8-497d-9551-c3feb8799d8d,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,57,,0.0,,,,,,1,1,57,,0.0,1,6eef7cc1-37a8-497d-9551-c3feb8799d8d,1,1,57,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
58,nb7ej3y7,,0,0,15,,,,0,,,0.0,18c929bf-5d43-4deb-8e30-13b88735944a,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,58,,0.0,,,,,,1,1,58,,0.0,0,18c929bf-5d43-4deb-8e30-13b88735944a,1,1,58,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
59,ryil9l7f,,0,0,15,,,,0,,,0.0,bc885c8e-1a74-4833-97c6-0d54f376a666,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,59,,0.0,,,,,,1,1,59,,0.0,1,bc885c8e-1a74-4833-97c6-0d54f376a666,1,1,59,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
60,hjfuohq6,,0,0,15,,,,0,,,0.0,a74f527a-91d4-40e4-b528-7dcd869ef064,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,60,,0.0,,,,,,1,1,60,,0.0,0,a74f527a-91d4-40e4-b528-7dcd869ef064,1,1,60,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
61,085z3obt,,0,0,15,,,,0,,,0.0,056fb71a-c959-4b10-8db6-b9d65016dcfe,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,61,,0.0,,,,,,1,1,61,,0.0,1,056fb71a-c959-4b10-8db6-b9d65016dcfe,1,1,61,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
62,bgdf322u,,0,0,15,,,,0,,,0.0,aed1fa7f-535b-4001-a3fe-7707d3f97f73,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,62,,0.0,,,,,,1,1,62,,0.0,0,aed1fa7f-535b-4001-a3fe-7707d3f97f73,1,1,62,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
63,g4h4mimw,,0,0,15,,,,0,,,0.0,43130e85-312f-42c1-9806-03fc13dbcba5,,qeuc8td1,,,,,1,0.0,1.0,InflationsrechnerSurveyClickworker,63,,0.0,,,,,,1,1,63,,0.0,1,43130e85-312f-42c1-9806-03fc13dbcba5,1,1,63,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
